(269, 910)
(271, 912)
(272, 904)
(273, 914)
(273, 921)
(274, 922)
(275, 916)
(276, 924)
(277, 918)
(278, 926)
(279, 920)
(282, 921)
(283, 915)
(284, 923)
(285, 917)
(286, 925)
(287, 919)
(288, 920)
(288, 927)
(289, 930)
(289, 937)
(290, 938)
(291, 932)
(292, 940)
(293, 934)
(294, 942)
(295, 936)
(298, 937)
(299, 940)
(300, 939)
(301, 933)
(302, 941)
(303, 935)
(304, 936)
(304, 943)
(305, 946)
(305, 953)
(306, 954)
(307, 948)
(308, 956)
(309, 950)
(310, 958)
(311, 952)
(313, 954)
(315, 947)
(315, 956)
(317, 949)
(317, 958)
(319, 951)
(319, 960)
(320, 952)
(321, 969)
(322, 961)
(324, 963)
(324, 972)
(326, 965)
(326, 974)
(327, 975)
(328, 967)
(329, 970)
(330, 962)
(331, 963)
(331, 972)
(333, 965)
(333, 974)
(335, 976)
(336, 968)
(337, 978)
(337, 985)
(338, 986)
(339, 980)
(340, 988)
(341, 982)
(342, 990)
(343, 984)
(346, 985)
(347, 979)
(348, 987)
(349, 981)
(350, 989)
(351, 983)
(352, 984)
(352, 991)
(353, 994)
(353, 1001)
(354, 1002)
(355, 996)
(356, 1004)
(357, 998)
(358, 1006)
(359, 1000)
(362, 1001)
(363, 1004)
(364, 1003)
(365, 997)
(366, 1005)
(367, 999)
(368, 1000)
(368, 1007)
(369, 1010)
(369, 1017)
(370, 1018)
(371, 1012)
(372, 1020)
(373, 1014)
(374, 1022)
(375, 1016)
(377, 1018)
(379, 1011)
(379, 1020)
(381, 1013)
(381, 1022)
(383, 1015)
(383, 1024)
(384, 1016)
(385, 1033)
(386, 1025)
(388, 1027)
(388, 1036)
(390, 1029)
(390, 1038)
(391, 1039)
(392, 1031)
(393, 1034)
(394, 1026)
(395, 1027)
(395, 1036)
(397, 1029)
(397, 1038)
(399, 1040)
(400, 1032)
(401, 1042)
(401, 1049)
(402, 1050)
(403, 1044)
(404, 1052)
(405, 1046)
(406, 1054)
(407, 1048)
(410, 1049)
(411, 1043)
(412, 1051)
(413, 1045)
(414, 1053)
(415, 1047)
(416, 1048)
(416, 1055)
(417, 1058)
(417, 1065)
(418, 1066)
(419, 1060)
(420, 1068)
(421, 1062)
(422, 1070)
(423, 1064)
(426, 1065)
(427, 1068)
(428, 1067)
(429, 1061)
(430, 1069)
(431, 1063)
(432, 1064)
(432, 1071)
(433, 1074)
(433, 1081)
(434, 1082)
(435, 1076)
(436, 1084)
(437, 1078)
(438, 1086)
(439, 1080)
(441, 1082)
(443, 1075)
(443, 1084)
(445, 1077)
(445, 1086)
(447, 1079)
(447, 1088)
(448, 1080)
(449, 1097)
(450, 1089)
(452, 1091)
(452, 1100)
(454, 1093)
(454, 1102)
(455, 1103)
(456, 1095)
(457, 1098)
(458, 1090)
(459, 1091)
(459, 1100)
(461, 1093)
(461, 1102)
(463, 1104)
(464, 1096)
(465, 1106)
(465, 1113)
(466, 1114)
(467, 1108)
(468, 1116)
(469, 1110)
(470, 1118)
(471, 1112)
(474, 1113)
(475, 1107)
(476, 1115)
(477, 1109)
(478, 1117)
(479, 1111)
(480, 1112)
(480, 1119)
(481, 1122)
(481, 1129)
(482, 1130)
(483, 1124)
(484, 1132)
(485, 1126)
(486, 1134)
(487, 1128)
(490, 1129)
(491, 1132)
(492, 1131)
(493, 1125)
(494, 1133)
(495, 1127)
(496, 1128)
(496, 1135)
(497, 1138)
(497, 1145)
(498, 1146)
(499, 1140)
(500, 1148)
(501, 1142)
(502, 1150)
(503, 1144)
(505, 1146)
(507, 1139)
(507, 1148)
(509, 1141)
(509, 1150)
(511, 1143)
(511, 1152)
(512, 1144)
(513, 1161)
(514, 1153)
(516, 1155)
(516, 1164)
(518, 1157)
(518, 1166)
(519, 1167)
(520, 1159)
(521, 1162)
(522, 1154)
(523, 1155)
(523, 1164)
(525, 1157)
(525, 1166)
(527, 1168)
(528, 1160)
(529, 1170)
(529, 1177)
(530, 1178)
(531, 1172)
(532, 1180)
(533, 1174)
(534, 1182)
(535, 1176)
(538, 1177)
(539, 1171)
(540, 1179)
(541, 1173)
(542, 1181)
(543, 1175)
(544, 1176)
(544, 1183)
(545, 1186)
(545, 1193)
(546, 1194)
(547, 1188)
(548, 1196)
(549, 1190)
(550, 1198)
(551, 1192)
(554, 1193)
(555, 1196)
(556, 1195)
(557, 1189)
(558, 1197)
(559, 1191)
(560, 1192)
(560, 1199)
(561, 1202)
(561, 1209)
(562, 1210)
(563, 1204)
(564, 1212)
(565, 1206)
(566, 1214)
(567, 1208)
(569, 1210)
(571, 1203)
(571, 1212)
(573, 1205)
(573, 1214)
(575, 1207)
(575, 1216)
(576, 1208)
(577, 1225)
(578, 1217)
(580, 1219)
(580, 1228)
(582, 1221)
(582, 1230)
(583, 1231)
(584, 1223)
(585, 1226)
(586, 1218)
(587, 1219)
(587, 1228)
(589, 1221)
(589, 1230)
(591, 1232)
(592, 1224)
(593, 1234)
(593, 1241)
(594, 1242)
(595, 1236)
(596, 1244)
(597, 1238)
(598, 1246)
(599, 1240)
(602, 1241)
(603, 1235)
(604, 1243)
(605, 1237)
(606, 1245)
(607, 1239)
(608, 1240)
(608, 1247)
(609, 1250)
(609, 1257)
(610, 1258)
(611, 1252)
(612, 1260)
(613, 1254)
(614, 1262)
(615, 1256)
(618, 1257)
(619, 1260)
(620, 1259)
(621, 1253)
(622, 1261)
(623, 1255)
(624, 1256)
(624, 1263)
(625, 1266)
(625, 1273)
(626, 1274)
(627, 1268)
(628, 1276)
(629, 1270)
(630, 1278)
(631, 1272)
(633, 1274)
(635, 1267)
(635, 1276)
(637, 1269)
(637, 1278)
(639, 1271)
(639, 1280)
(640, 1272)
(641, 1289)
(642, 1281)
(644, 1283)
(644, 1292)
(646, 1285)
(646, 1294)
(647, 1295)
(648, 1287)
(649, 1290)
(650, 1282)
(651, 1283)
(651, 1292)
(653, 1285)
(653, 1294)
(655, 1296)
(656, 1288)
(657, 1298)
(657, 1305)
(658, 1306)
(659, 1300)
(660, 1308)
(661, 1302)
(662, 1310)
(663, 1304)
(666, 1305)
(667, 1299)
(668, 1307)
(669, 1301)
(670, 1309)
(671, 1303)
(672, 1304)
(672, 1311)
(673, 1314)
(673, 1321)
(674, 1322)
(675, 1316)
(676, 1324)
(677, 1318)
(678, 1326)
(679, 1320)
(682, 1321)
(683, 1324)
(684, 1323)
(685, 1317)
(686, 1325)
(687, 1319)
(688, 1320)
(688, 1327)
(689, 1330)
(689, 1337)
(690, 1338)
(691, 1332)
(692, 1340)
(693, 1334)
(694, 1342)
(695, 1336)
(697, 1338)
(699, 1331)
(699, 1340)
(701, 1333)
(701, 1342)
(703, 1335)
(703, 1344)
(704, 1336)
